product_id,product_title,rating,total_reviews,price,top_reviews
itm88613b4717866,Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 83ER00KSIN Thin and ...,4.1,19,"₹44,989","4 Really Nice Very good product under this budget......must buy READ MORE Vansh Kumar Certified Buyer , Daudnagar 4 months ago 8 0 Permalink Report Abuse"
